ID,Date,ZTD,wet_delay,hydrostatic_delay,times,sigZTD,Lat,Lon,Hgt_m
34A2,2016-08-28,1.9234,0.0724,1.851,0,0.0026000000000000003,41.8531,-119.60739999999998,1862.779
34A2,2016-09-21,1.9126,0.0669,1.8457,0,0.0025,41.8531,-119.60739999999998,1862.779
34A2,2016-10-15,1.915,0.07970000000000001,1.8353,0,0.0025,41.8531,-119.60739999999998,1862.779
7ODM,2016-01-01,2.1136,2.1136,2.1136,0,2.1136,34.1164,-117.09320000000002,762.072
7ODM,2016-01-25,2.1742,0.0619,2.1123,0,0.0023,34.1164,-117.09320000000002,762.072
7ODM,2016-02-18,2.2157,0.115,2.1007,0,0.0033,34.1164,-117.09320000000002,762.072
7ODM,2016-03-13,2.184,0.0681,2.1159000000000003,0,0.0026000000000000003,34.1164,-117.09320000000002,762.072
7ODM,2016-04-06,2.1547,0.0349,2.1198,0,0.0028,34.1164,-117.09320000000002,762.072
7ODM,2016-04-30,2.208,0.1053,2.1027,0,0.0028,34.1164,-117.09320000000002,762.072
7ODM,2016-05-24,2.1887,0.08990000000000001,2.0988,0,0.0032,34.1164,-117.09320000000002,762.072
7ODM,2016-06-17,2.2006,0.08750000000000001,2.1131,0,0.0032,34.1164,-117.09320000000002,762.072
7ODM,2016-07-11,2.1790000000000003,0.0717,2.1073000000000004,0,0.0028,34.1164,-117.09320000000002,762.072
7ODM,2016-08-04,2.2752,0.16240000000000002,2.1128,0,0.0027,34.1164,-117.09320000000002,762.072
7ODM,2016-08-28,2.2525,0.1402,2.1123000000000003,0,0.0026000000000000003,34.1164,-117.09320000000002,762.072
7ODM,2016-09-21,2.3507,0.2362,2.1145,0,0.0027,34.1164,-117.09320000000002,762.072
7ODM,2016-10-15,2.1709,0.0594,2.1115,0,0.0024,34.1164,-117.09320000000002,762.072
7ODM,2016-11-08,2.2230000000000003,0.1002,2.1228,0,0.0022,34.1164,-117.09320000000002,762.072
7ODM,2016-12-02,2.1616,0.0579,2.1037,0,0.0027,34.1164,-117.09320000000002,762.072
ACSB,2016-01-01,2.3643,0.0436,2.3207000000000004,0,0.0026000000000000003,33.2743,-117.44489999999996,-12.296
ACSB,2016-01-25,2.3858,0.0658,2.32,0,0.0022,33.2743,-117.44489999999996,-12.296
ACSB,2016-02-18,2.4459,0.1389,2.307,0,0.0025,33.2743,-117.44489999999996,-12.296
ACSB,2016-03-13,2.4077,0.0803,2.3273999999999995,0,0.0023,33.2743,-117.44489999999996,-12.296
ACSB,2016-04-06,2.3912,0.0669,2.3243,0,0.0024,33.2743,-117.44489999999996,-12.296
ACSB,2016-04-30,2.4193,0.1074,2.3119,0,0.0025,33.2743,-117.44489999999996,-12.296
ACSB,2016-05-24,2.4013000000000004,0.0923,2.309,0,0.0025,33.2743,-117.44489999999996,-12.296
ACSB,2016-06-17,2.4158000000000004,0.0956,2.3202000000000003,0,0.0027,33.2743,-117.44489999999996,-12.296
ACSB,2016-07-11,2.3995,0.0853,2.3142,0,0.0025,33.2743,-117.44489999999996,-12.296
ACSB,2016-08-04,2.4616,0.14350000000000002,2.3181,0,0.003,33.2743,-117.44489999999996,-12.296
ACSB,2016-08-28,2.4879,0.1696,2.3183,0,0.0022,33.2743,-117.44489999999996,-12.296
ACSB,2016-09-21,2.6281,0.3112,2.3169,0,0.0025,33.2743,-117.44489999999996,-12.296
ACSB,2016-10-15,2.4033,0.0854,2.3179000000000003,0,0.0024,33.2743,-117.44489999999996,-12.296
ACSB,2016-11-08,2.437,0.1105,2.3265,0,0.0019,33.2743,-117.44489999999996,-12.296
ACSB,2016-12-02,2.3992,0.08900000000000001,2.3102,0,0.0026000000000000003,33.2743,-117.44489999999996,-12.296
ACSB,2016-12-26,2.3889,0.07,2.3189,0,0.0027,33.2743,-117.44489999999996,-12.296
ACSX,2016-04-30,2.4183000000000003,0.1064,2.3119,0,0.0025,33.2743,-117.44489999999996,-12.291
ACSX,2016-05-24,2.4008000000000003,0.0918,2.309,0,0.0024,33.2743,-117.44489999999996,-12.291
ACSX,2016-06-17,2.4170000000000003,0.0968,2.3202,0,0.0027,33.2743,-117.44489999999996,-12.291
ACSX,2016-07-11,2.3989000000000003,0.08470000000000001,2.3142000000000005,0,0.0025,33.2743,-117.44489999999996,-12.291
ACSX,2016-08-04,2.4637,0.1455,2.3182,0,0.0024,33.2743,-117.44489999999996,-12.291
ACSX,2016-08-28,2.4864,0.1681,2.3183,0,0.0022,33.2743,-117.44489999999996,-12.291
